Customer_ID,Acquisition_Channel,Segment,CAC,Monthly_Revenue,Churn_Month
CUST_02980,Referral,Enterprise,164.05,694.11,15
CUST_02981,Organic SEO,SMB,227.19,413.67,11
CUST_02982,Paid Social,SMB,178.15,176.25,2
CUST_02983,Email,SMB,104.99,547.9,9
CUST_02984,Referral,Enterprise,152.99,1066.55,26
CUST_02985,Organic SEO,SMB,143.08,343.9,12
CUST_02986,Referral,Enterprise,150.13,927.65,28
CUST_02987,Paid Social,Enterprise,787.37,478.91,3
CUST_02988,Organic SEO,SMB,165.52,446.22,21
CUST_02989,Email,SMB,59.34,328.95,13
CUST_02990,Referral,SMB,123.39,399.03,12
CUST_02991,Paid Social,Enterprise,859.44,537.26,5
CUST_02992,Referral,SMB,70.09,343.91,16
CUST_02993,Organic SEO,SMB,128.32,265.88,22
CUST_02994,Organic SEO,SMB,97.93,373.45,18
CUST_02995,Paid Social,SMB,666.22,330.54,6
CUST_02996,Referral,Enterprise,171.85,759.68,15
CUST_02997,Paid Social,Enterprise,746.78,563.67,5
CUST_02998,Organic SEO,Enterprise,327.62,878.31,14
CUST_02999,Paid Social,SMB,501.77,231.33,4
CUST_03000,Referral,SMB,69.28,574.02,22
CUST_03001,Email,Enterprise,203.59,595.74,18
CUST_03002,Email,SMB,66.77,358.22,17
CUST_03003,Paid Social,Enterprise,824.75,524.59,5
CUST_03004,Email,SMB,110.23,316.23,16
CUST_03005,Organic SEO,SMB,159.79,366.63,12
CUST_03006,Referral,Enterprise,154.17,930.44,22
CUST_03007,Referral,Enterprise,192.88,976.61,16
CUST_03008,Paid Social,Enterprise,869.01,467.98,4
CUST_03009,Email,SMB,111.87,373.09,16
CUST_03010,Paid Social,SMB,717.5,254.19,3
CUST_03011,Organic SEO,SMB,123.96,426.42,9
CUST_03012,Paid Social,SMB,253.74,233.46,6
CUST_03013,Organic SEO,Enterprise,353.92,744.12,23
CUST_03014,Organic SEO,SMB,156.34,191.54,17
CUST_03015,Email,Enterprise,175.15,759.23,15
CUST_03016,Organic SEO,SMB,75.33,195.03,17
CUST_03017,Email,Enterprise,94.09,622.77,16
CUST_03018,Organic SEO,SMB,88.58,469.34,23
CUST_03019,Paid Social,SMB,312.99,205.68,6
CUST_03020,Email,Enterprise,202.94,539.52,15
CUST_03021,Paid Social,SMB,342.47,332.24,5
CUST_03022,Organic SEO,Enterprise,256.67,783.64,11
CUST_03023,Email,Enterprise,169.08,819.56,16
CUST_03024,Organic SEO,Enterprise,331.31,793.52,24
CUST_03025,Paid Social,SMB,136.21,215.56,7
CUST_03026,Organic SEO,SMB,209.37,505.79,17
CUST_03027,Referral,SMB,69.2,286.47,15
CUST_03028,Email,SMB,148.32,363.76,15
CUST_03029,Email,SMB,134.87,328.53,19
CUST_03030,Email,SMB,154.87,213.74,17
CUST_03031,Paid Social,SMB,195.6,244.47,5
CUST_03032,Organic SEO,SMB,73.18,314.19,18
CUST_03033,Email,SMB,122.53,288.53,11
CUST_03034,Paid Social,SMB,486.28,83.8,4
CUST_03035,Paid Social,SMB,416.55,220.42,4
CUST_03036,Paid Social,Enterprise,627.62,463.03,6
CUST_03037,Organic SEO,SMB,227.69,628.33,26
CUST_03038,Referral,SMB,50.0,366.9,21
CUST_03039,Paid Social,SMB,480.6,238.76,8
CUST_03040,Organic SEO,Enterprise,210.58,689.51,26
CUST_03041,Paid Social,SMB,385.12,267.92,6
CUST_03042,Referral,SMB,105.03,444.93,27
CUST_03043,Paid Social,Enterprise,738.25,451.33,5
CUST_03044,Organic SEO,Enterprise,151.33,923.82,19
CUST_03045,Email,SMB,118.89,160.1,10
CUST_03046,Email,SMB,94.06,391.71,7
CUST_03047,Organic SEO,SMB,199.3,320.4,16
CUST_03048,Organic SEO,SMB,167.22,389.62,14
CUST_03049,Organic SEO,Enterprise,312.99,512.87,15
CUST_03050,Paid Social,SMB,523.66,201.45,2
CUST_03051,Paid Social,Enterprise,1035.44,383.65,4
CUST_03052,Organic SEO,SMB,161.18,362.18,23
CUST_03053,Paid Social,Enterprise,889.41,534.47,4
CUST_03054,Paid Social,SMB,606.33,357.91,5
CUST_03055,Email,SMB,147.18,453.26,21
CUST_03056,Referral,SMB,74.51,554.74,23
CUST_03057,Email,SMB,162.28,369.02,17
CUST_03058,Paid Social,SMB,574.11,255.47,5
CUST_03059,Paid Social,Enterprise,870.41,473.34,7
CUST_03060,Referral,SMB,104.71,345.47,20
CUST_03061,Paid Social,Enterprise,1089.13,429.74,2
CUST_03062,Paid Social,SMB,242.48,76.89,3
CUST_03063,Email,SMB,58.86,446.6,15
CUST_03064,Email,Enterprise,186.65,534.88,15
CUST_03065,Email,SMB,50.0,279.91,24
CUST_03066,Paid Social,SMB,615.48,213.62,6
CUST_03067,Paid Social,SMB,402.12,160.44,7
CUST_03068,Referral,SMB,50.0,373.96,23
CUST_03069,Paid Social,Enterprise,730.48,554.55,4
CUST_03070,Email,Enterprise,232.88,727.67,15
CUST_03071,Email,SMB,188.98,251.79,21
CUST_03072,Email,Enterprise,255.87,840.23,16
CUST_03073,Organic SEO,SMB,104.68,588.45,16
CUST_03074,Paid Social,SMB,349.56,215.42,3
CUST_03075,Email,Enterprise,226.68,614.46,14
CUST_03076,Referral,SMB,121.87,501.08,22
CUST_03077,Referral,Enterprise,165.48,897.59,19
CUST_03078,Paid Social,Enterprise,898.55,540.18,4
CUST_03079,Paid Social,Enterprise,974.56,420.7,4
CUST_03080,Referral,Enterprise,133.8,822.53,29
CUST_03081,Email,SMB,144.67,212.69,17
CUST_03082,Referral,SMB,74.33,331.29,13
CUST_03083,Paid Social,SMB,670.95,109.75,4
CUST_03084,Email,Enterprise,160.42,745.71,14
CUST_03085,Email,SMB,105.95,305.43,17
CUST_03086,Email,SMB,112.59,310.89,13
CUST_03087,Organic SEO,SMB,57.52,236.96,21
CUST_03088,Paid Social,Enterprise,843.95,436.24,2
CUST_03089,Email,Enterprise,125.62,605.2,19
CUST_03090,Paid Social,SMB,395.73,268.54,4
CUST_03091,Organic SEO,SMB,190.33,321.31,11
CUST_03092,Referral,SMB,78.59,658.42,32
CUST_03093,Organic SEO,SMB,181.19,344.92,19
CUST_03094,Referral,SMB,99.09,414.81,24
CUST_03095,Paid Social,Enterprise,936.48,467.56,3
CUST_03096,Email,Enterprise,182.3,747.95,15
CUST_03097,Referral,SMB,98.51,383.21,15
CUST_03098,Paid Social,SMB,453.05,140.48,3
CUST_03099,Paid Social,SMB,713.01,194.69,3
CUST_03100,Organic SEO,SMB,249.08,449.65,16
CUST_03101,Paid Social,SMB,572.97,211.28,3
CUST_03102,Email,SMB,133.36,284.19,16
CUST_03103,Referral,SMB,123.75,538.46,18
CUST_03104,Organic SEO,Enterprise,304.66,643.94,20
CUST_03105,Paid Social,Enterprise,925.73,530.11,4
CUST_03106,Organic SEO,SMB,277.04,260.86,22
CUST_03107,Email,SMB,65.57,362.91,18
CUST_03108,Paid Social,Enterprise,908.9,451.42,5
CUST_03109,Email,Enterprise,215.02,842.04,12
CUST_03110,Email,SMB,86.98,342.05,14
CUST_03111,Email,SMB,107.5,416.68,4
CUST_03112,Paid Social,SMB,388.37,75.69,3
CUST_03113,Email,SMB,220.21,371.83,19
CUST_03114,Paid Social,SMB,481.5,300.78,2
CUST_03115,Paid Social,SMB,682.89,158.71,4
CUST_03116,Referral,SMB,105.68,461.14,22
CUST_03117,Email,SMB,50.66,324.48,19
CUST_03118,Paid Social,SMB,400.15,350.84,3
CUST_03119,Paid Social,Enterprise,900.18,634.18,3
CUST_03120,Paid Social,SMB,685.72,410.22,5
CUST_03121,Paid Social,Enterprise,804.14,426.45,6
CUST_03122,Paid Social,SMB,725.8,362.94,4
CUST_03123,Paid Social,SMB,682.81,228.1,3
CUST_03124,Organic SEO,SMB,219.45,539.73,12
CUST_03125,Email,SMB,65.23,318.8,19
CUST_03126,Email,SMB,60.98,336.57,13
CUST_03127,Email,SMB,143.54,239.2,19
CUST_03128,Paid Social,SMB,467.52,148.16,5
CUST_03129,Referral,Enterprise,91.67,823.32,24
CUST_03130,Referral,SMB,50.0,85.75,7
CUST_03131,Referral,Enterprise,205.95,886.02,18
CUST_03132,Referral,SMB,121.08,367.42,23
CUST_03133,Referral,SMB,88.9,358.77,23
CUST_03134,Organic SEO,SMB,198.4,339.66,15
CUST_03135,Paid Social,Enterprise,837.35,289.19,5
CUST_03136,Email,Enterprise,148.59,731.82,15
CUST_03137,Email,Enterprise,207.73,738.53,12
CUST_03138,Email,SMB,128.62,340.42,15
CUST_03139,Organic SEO,Enterprise,219.81,833.48,21
CUST_03140,Paid Social,SMB,516.45,136.17,4
CUST_03141,Organic SEO,Enterprise,271.88,843.73,10
CUST_03142,Referral,SMB,68.27,367.65,21
CUST_03143,Email,SMB,53.44,294.33,14
CUST_03144,Organic SEO,SMB,89.74,347.02,15
CUST_03145,Paid Social,SMB,585.21,152.82,5
CUST_03146,Organic SEO,Enterprise,227.0,702.03,19
CUST_03147,Referral,Enterprise,167.72,841.79,20
CUST_03148,Email,SMB,50.0,448.26,18
CUST_03149,Email,Enterprise,232.32,520.47,13
CUST_03150,Organic SEO,Enterprise,255.43,555.58,22
CUST_03151,Email,SMB,177.42,510.88,11
CUST_03152,Paid Social,SMB,517.12,351.55,4
CUST_03153,Email,SMB,86.49,137.73,20
CUST_03154,Organic SEO,SMB,150.84,279.77,19
CUST_03155,Organic SEO,SMB,161.18,378.51,16
CUST_03156,Email,SMB,185.01,302.3,22
CUST_03157,Referral,SMB,107.74,465.65,21
CUST_03158,Paid Social,SMB,671.31,242.67,3
CUST_03159,Referral,Enterprise,125.71,950.92,16
CUST_03160,Paid Social,SMB,484.8,327.65,5
CUST_03161,Organic SEO,SMB,108.67,515.1,20
CUST_03162,Paid Social,SMB,679.2,50.0,5
CUST_03163,Organic SEO,SMB,202.53,547.03,10
CUST_03164,Organic SEO,SMB,224.37,540.88,7
CUST_03165,Paid Social,SMB,582.15,288.09,4
CUST_03166,Organic SEO,SMB,122.59,433.46,14
CUST_03167,Referral,SMB,80.4,525.62,32
CUST_03168,Paid Social,SMB,592.84,244.51,4
CUST_03169,Email,SMB,66.52,420.41,15
CUST_03170,Organic SEO,Enterprise,344.54,731.75,14
CUST_03171,Email,SMB,130.94,307.73,11
CUST_03172,Paid Social,SMB,823.13,176.07,6
CUST_03173,Paid Social,SMB,647.53,119.15,3
CUST_03174,Paid Social,Enterprise,844.73,418.09,7
CUST_03175,Paid Social,SMB,459.97,312.58,5
CUST_03176,Paid Social,Enterprise,946.52,499.63,6
CUST_03177,Email,Enterprise,165.87,836.0,10
CUST_03178,Referral,SMB,115.35,237.33,20
CUST_03179,Referral,SMB,91.27,356.73,20
CUST_03180,Email,SMB,50.0,221.19,17
CUST_03181,Paid Social,SMB,501.34,170.35,6
CUST_03182,Paid Social,SMB,276.41,199.96,4
CUST_03183,Organic SEO,SMB,188.9,365.3,17
CUST_03184,Paid Social,SMB,164.04,310.35,4
CUST_03185,Organic SEO,SMB,158.94,277.66,13
CUST_03186,Organic SEO,Enterprise,365.46,572.94,12
CUST_03187,Organic SEO,SMB,240.83,430.48,16
CUST_03188,Organic SEO,Enterprise,350.3,817.15,19
CUST_03189,Referral,Enterprise,167.39,956.48,25
CUST_03190,Email,Enterprise,301.82,653.49,15
CUST_03191,Organic SEO,Enterprise,201.29,762.29,27
CUST_03192,Referral,SMB,122.46,349.32,22
CUST_03193,Referral,SMB,50.0,294.01,22
CUST_03194,Organic SEO,SMB,122.33,245.09,20
CUST_03195,Organic SEO,SMB,147.06,187.57,7
CUST_03196,Organic SEO,Enterprise,241.3,593.29,8
CUST_03197,Referral,Enterprise,199.01,883.3,20
CUST_03198,Referral,SMB,81.41,272.08,24
CUST_03199,Paid Social,SMB,472.47,164.33,4
CUST_03200,Organic SEO,SMB,78.35,315.31,16
CUST_03201,Organic SEO,SMB,126.06,366.07,17
CUST_03202,Organic SEO,SMB,165.85,463.74,20
CUST_03203,Paid Social,SMB,667.83,156.2,4
CUST_03204,Referral,Enterprise,182.38,983.29,17
CUST_03205,Email,SMB,139.52,225.36,17
CUST_03206,Referral,Enterprise,158.58,716.02,19
CUST_03207,Referral,SMB,164.38,446.36,35
CUST_03208,Email,Enterprise,138.02,743.32,5
CUST_03209,Organic SEO,SMB,151.99,429.43,22
CUST_03210,Email,Enterprise,167.03,770.71,13
CUST_03211,Paid Social,Enterprise,869.46,457.0,3
CUST_03212,Email,SMB,182.64,319.56,20
CUST_03213,Paid Social,SMB,684.05,145.39,6
CUST_03214,Email,Enterprise,225.65,573.11,17
CUST_03215,Paid Social,SMB,311.87,377.08,6
CUST_03216,Paid Social,SMB,483.19,346.33,2
CUST_03217,Paid Social,SMB,361.12,209.78,8
CUST_03218,Paid Social,Enterprise,706.31,342.34,2
CUST_03219,Email,Enterprise,243.78,615.55,15
CUST_03220,Email,SMB,146.33,299.98,16
CUST_03221,Organic SEO,SMB,184.11,312.63,17
CUST_03222,Paid Social,Enterprise,942.55,574.14,3
CUST_03223,Paid Social,Enterprise,355.3,557.16,6
CUST_03224,Paid Social,Enterprise,935.01,520.15,4
CUST_03225,Paid Social,SMB,586.03,309.29,5
CUST_03226,Referral,SMB,175.19,216.71,22
CUST_03227,Paid Social,SMB,284.62,311.69,2
CUST_03228,Organic SEO,Enterprise,195.46,698.35,19
CUST_03229,Paid Social,SMB,388.82,179.81,4
CUST_03230,Paid Social,SMB,452.4,366.37,6
CUST_03231,Organic SEO,SMB,132.53,590.67,20
CUST_03232,Email,SMB,68.4,339.37,18
CUST_03233,Paid Social,Enterprise,775.23,401.27,5
CUST_03234,Paid Social,SMB,431.16,365.62,6
CUST_03235,Organic SEO,Enterprise,237.05,814.85,24
CUST_03236,Paid Social,Enterprise,648.12,403.95,4
CUST_03237,Paid Social,SMB,502.41,227.8,4
CUST_03238,Referral,Enterprise,148.09,945.95,28
CUST_03239,Email,Enterprise,181.36,903.65,23
CUST_03240,Organic SEO,Enterprise,355.26,836.47,28
CUST_03241,Organic SEO,SMB,134.59,268.41,15
CUST_03242,Organic SEO,SMB,91.82,373.4,19
CUST_03243,Organic SEO,SMB,164.05,358.63,18
CUST_03244,Email,Enterprise,281.13,730.9,19
CUST_03245,Email,Enterprise,211.59,518.52,8
CUST_03246,Paid Social,Enterprise,1273.91,448.14,4
CUST_03247,Organic SEO,SMB,166.74,420.54,21
CUST_03248,Organic SEO,SMB,258.47,525.08,13
CUST_03249,Referral,SMB,121.91,370.07,21
CUST_03250,Email,SMB,62.77,154.16,15
CUST_03251,Organic SEO,Enterprise,218.14,870.06,16
CUST_03252,Paid Social,SMB,551.55,355.58,2
CUST_03253,Email,SMB,79.39,332.18,17
CUST_03254,Paid Social,SMB,694.63,310.54,5
CUST_03255,Organic SEO,SMB,170.2,396.42,10
CUST_03256,Paid Social,SMB,467.85,254.86,5
CUST_03257,Email,SMB,70.4,194.46,15
CUST_03258,Paid Social,SMB,850.13,158.77,6
CUST_03259,Organic SEO,SMB,247.08,365.0,14
CUST_03260,Referral,SMB,105.95,445.35,16
CUST_03261,Paid Social,Enterprise,780.42,536.82,6
CUST_03262,Organic SEO,SMB,132.63,352.4,21
CUST_03263,Organic SEO,Enterprise,265.15,735.07,14
CUST_03264,Paid Social,Enterprise,759.92,736.2,4
CUST_03265,Email,SMB,173.43,474.98,15
CUST_03266,Paid Social,Enterprise,965.32,505.22,2
CUST_03267,Organic SEO,SMB,58.88,365.37,15
CUST_03268,Organic SEO,Enterprise,388.99,741.98,27
CUST_03269,Email,Enterprise,181.56,853.66,18
CUST_03270,Email,Enterprise,228.35,623.38,18
CUST_03271,Paid Social,SMB,800.69,219.47,4
CUST_03272,Paid Social,SMB,451.58,378.31,6
CUST_03273,Email,SMB,177.15,344.79,16
CUST_03274,Organic SEO,SMB,177.44,477.72,16
CUST_03275,Referral,Enterprise,207.4,943.56,7
CUST_03276,Referral,SMB,118.92,254.6,27
CUST_03277,Referral,SMB,119.55,462.89,25
CUST_03278,Organic SEO,Enterprise,341.43,713.48,21
CUST_03279,Organic SEO,SMB,221.78,553.61,12
CUST_03280,Email,Enterprise,221.38,580.66,11
CUST_03281,Organic SEO,Enterprise,297.04,776.52,23
CUST_03282,Paid Social,SMB,433.69,220.44,5
CUST_03283,Referral,SMB,57.84,326.0,28
CUST_03284,Referral,SMB,68.79,573.72,25
CUST_03285,Organic SEO,SMB,59.15,418.34,20
CUST_03286,Paid Social,Enterprise,975.13,483.23,3
CUST_03287,Organic SEO,Enterprise,356.27,756.83,13
CUST_03288,Referral,SMB,104.01,323.44,16
CUST_03289,Referral,SMB,74.86,333.5,16
CUST_03290,Paid Social,SMB,641.15,222.26,6
CUST_03291,Paid Social,SMB,342.19,77.02,5
CUST_03292,Referral,SMB,152.96,489.03,41
CUST_03293,Organic SEO,SMB,171.92,385.91,7
CUST_03294,Organic SEO,SMB,177.68,378.55,15
CUST_03295,Referral,SMB,83.21,411.15,20
CUST_03296,Paid Social,SMB,872.15,199.12,5
CUST_03297,Email,Enterprise,184.82,746.43,16
CUST_03298,Paid Social,Enterprise,848.62,322.66,5
CUST_03299,Organic SEO,SMB,133.43,353.32,12
CUST_03300,Referral,SMB,138.16,531.38,30
CUST_03301,Organic SEO,SMB,220.82,425.15,12
CUST_03302,Referral,SMB,152.52,299.41,20
CUST_03303,Organic SEO,SMB,194.41,443.22,20
CUST_03304,Organic SEO,Enterprise,251.48,701.24,30
CUST_03305,Paid Social,SMB,488.92,217.94,3
CUST_03306,Organic SEO,SMB,166.68,381.78,17
CUST_03307,Organic SEO,SMB,174.9,553.99,15
CUST_03308,Paid Social,Enterprise,906.76,437.69,5
CUST_03309,Organic SEO,Enterprise,241.39,710.2,10
CUST_03310,Organic SEO,SMB,157.87,407.27,27
CUST_03311,Email,SMB,133.13,272.28,10
CUST_03312,Email,SMB,57.04,191.92,23
CUST_03313,Email,SMB,124.95,259.62,12
CUST_03314,Paid Social,SMB,341.9,177.66,6
CUST_03315,Paid Social,SMB,490.61,102.23,8
CUST_03316,Email,SMB,60.69,258.87,21
CUST_03317,Organic SEO,SMB,176.91,308.31,11
CUST_03318,Paid Social,SMB,322.0,150.92,5
CUST_03319,Referral,Enterprise,166.19,876.67,21
CUST_03320,Email,SMB,64.72,342.85,21
CUST_03321,Organic SEO,Enterprise,265.73,747.95,18
CUST_03322,Paid Social,SMB,697.28,151.97,7
CUST_03323,Email,SMB,130.96,317.72,20
CUST_03324,Email,SMB,58.81,364.59,17
CUST_03325,Email,Enterprise,160.9,715.76,17
CUST_03326,Email,SMB,103.96,396.97,13
CUST_03327,Referral,SMB,97.46,402.88,18
CUST_03328,Organic SEO,SMB,182.17,337.15,10
CUST_03329,Paid Social,SMB,171.81,303.52,3
CUST_03330,Email,Enterprise,215.57,677.22,14
CUST_03331,Email,SMB,200.05,332.07,19
CUST_03332,Email,SMB,124.82,293.0,15
CUST_03333,Paid Social,SMB,758.54,330.43,7
CUST_03334,Paid Social,Enterprise,938.9,417.08,4
CUST_03335,Referral,SMB,50.0,519.72,18
CUST_03336,Email,Enterprise,65.51,906.06,13
CUST_03337,Referral,Enterprise,139.32,1113.31,14
CUST_03338,Email,SMB,163.15,259.19,10
CUST_03339,Email,SMB,188.76,402.69,19
CUST_03340,Email,SMB,128.54,371.91,11
CUST_03341,Referral,Enterprise,163.41,775.26,13
CUST_03342,Organic SEO,SMB,176.66,487.4,16
CUST_03343,Email,SMB,102.46,206.88,16
CUST_03344,Paid Social,Enterprise,1035.81,567.24,5
CUST_03345,Organic SEO,SMB,114.89,288.49,21
CUST_03346,Email,SMB,148.54,298.66,14
CUST_03347,Paid Social,SMB,706.1,200.1,6
CUST_03348,Paid Social,SMB,471.37,138.22,7
CUST_03349,Organic SEO,SMB,159.2,281.82,11
CUST_03350,Paid Social,SMB,263.8,198.94,7
CUST_03351,Paid Social,Enterprise,793.76,626.27,4
CUST_03352,Organic SEO,SMB,81.13,307.95,11
CUST_03353,Referral,Enterprise,129.54,780.85,10
CUST_03354,Organic SEO,SMB,242.77,383.21,14
CUST_03355,Paid Social,SMB,535.92,157.31,1
CUST_03356,Paid Social,Enterprise,1431.2,513.06,4
CUST_03357,Email,SMB,50.0,173.06,22
CUST_03358,Organic SEO,Enterprise,365.62,850.85,12
CUST_03359,Referral,Enterprise,212.35,954.47,25
CUST_03360,Email,SMB,132.08,171.84,11
CUST_03361,Email,SMB,89.04,376.15,10
CUST_03362,Paid Social,SMB,464.44,216.61,6
CUST_03363,Email,SMB,142.36,219.03,21
CUST_03364,Paid Social,SMB,286.62,330.8,4
CUST_03365,Referral,SMB,93.74,449.38,23
CUST_03366,Email,SMB,142.35,352.19,19
CUST_03367,Organic SEO,SMB,179.88,220.91,19
CUST_03368,Paid Social,Enterprise,797.5,396.17,4
CUST_03369,Paid Social,Enterprise,931.98,518.47,6
CUST_03370,Email,SMB,170.83,346.95,18
CUST_03371,Paid Social,Enterprise,916.16,565.05,5
CUST_03372,Email,SMB,109.55,519.44,13
CUST_03373,Paid Social,SMB,757.8,110.61,6
CUST_03374,Email,SMB,176.65,133.81,16
CUST_03375,Referral,SMB,113.04,452.76,24
CUST_03376,Email,SMB,118.13,211.05,25
CUST_03377,Email,Enterprise,180.34,713.25,13
CUST_03378,Paid Social,Enterprise,489.34,412.79,2
CUST_03379,Paid Social,SMB,692.48,177.88,4
CUST_03380,Email,Enterprise,155.11,680.93,13
CUST_03381,Organic SEO,SMB,211.54,393.22,15
CUST_03382,Organic SEO,SMB,203.01,360.87,18
CUST_03383,Paid Social,Enterprise,635.73,489.6,5
CUST_03384,Paid Social,SMB,736.04,164.83,8
CUST_03385,Paid Social,SMB,596.24,95.75,3
CUST_03386,Referral,SMB,137.73,581.62,22
CUST_03387,Paid Social,SMB,522.99,127.69,6
CUST_03388,Organic SEO,SMB,92.73,452.92,24
CUST_03389,Paid Social,SMB,504.67,319.59,7
CUST_03390,Email,SMB,124.06,298.35,15
CUST_03391,Organic SEO,SMB,107.42,275.79,20
CUST_03392,Referral,SMB,82.26,462.58,13
CUST_03393,Referral,SMB,84.76,553.92,15
CUST_03394,Organic SEO,Enterprise,276.49,563.99,11
CUST_03395,Referral,SMB,116.27,379.79,32
CUST_03396,Referral,SMB,103.14,488.98,15
CUST_03397,Referral,SMB,74.52,324.76,15
CUST_03398,Referral,SMB,111.24,532.39,24
CUST_03399,Paid Social,SMB,346.95,262.27,2
CUST_03400,Organic SEO,SMB,231.38,217.2,12
CUST_03401,Paid Social,Enterprise,919.75,514.37,4
CUST_03402,Paid Social,Enterprise,699.18,598.0,2
CUST_03403,Referral,SMB,50.0,406.09,14
CUST_03404,Organic SEO,SMB,225.36,230.4,25
CUST_03405,Email,SMB,158.58,432.33,23
CUST_03406,Referral,SMB,90.84,288.31,21
CUST_03407,Referral,SMB,68.17,327.81,22
CUST_03408,Referral,Enterprise,148.59,798.21,20
CUST_03409,Paid Social,SMB,594.82,318.58,2
CUST_03410,Paid Social,Enterprise,844.42,483.28,3
CUST_03411,Organic SEO,SMB,144.82,376.28,20
CUST_03412,Paid Social,SMB,509.89,153.21,8
CUST_03413,Paid Social,SMB,645.24,282.24,6
CUST_03414,Organic SEO,SMB,166.68,501.49,18
CUST_03415,Email,Enterprise,203.08,732.35,22
CUST_03416,Organic SEO,SMB,242.72,425.21,20
CUST_03417,Organic SEO,SMB,193.76,468.42,24
CUST_03418,Email,Enterprise,192.35,797.22,17
CUST_03419,Paid Social,Enterprise,1016.17,620.38,6
CUST_03420,Paid Social,Enterprise,1063.88,460.95,7
CUST_03421,Email,Enterprise,234.31,683.98,20
CUST_03422,Email,SMB,228.45,203.95,12
CUST_03423,Email,Enterprise,323.84,712.54,16
CUST_03424,Paid Social,Enterprise,878.23,604.76,8
CUST_03425,Referral,Enterprise,136.22,883.41,19
CUST_03426,Email,Enterprise,235.98,788.13,22
CUST_03427,Organic SEO,SMB,198.0,637.13,15
CUST_03428,Email,Enterprise,165.45,811.59,16
CUST_03429,Referral,SMB,50.0,378.91,23
CUST_03430,Email,SMB,82.92,218.61,15
CUST_03431,Email,SMB,64.1,375.34,8
CUST_03432,Referral,Enterprise,162.66,963.54,21
CUST_03433,Email,SMB,161.2,184.8,13
CUST_03434,Organic SEO,SMB,132.2,438.4,19
CUST_03435,Email,SMB,208.45,238.45,10
CUST_03436,Organic SEO,Enterprise,382.85,610.61,21
CUST_03437,Paid Social,SMB,319.84,50.0,4
CUST_03438,Email,Enterprise,243.48,555.93,18
CUST_03439,Referral,Enterprise,186.2,730.68,20
CUST_03440,Referral,SMB,143.2,504.58,20
CUST_03441,Organic SEO,SMB,176.92,284.62,23
CUST_03442,Organic SEO,Enterprise,342.3,781.3,19
CUST_03443,Paid Social,Enterprise,719.22,374.32,4
CUST_03444,Referral,Enterprise,156.44,1034.14,27
CUST_03445,Referral,SMB,94.47,574.77,16
CUST_03446,Email,Enterprise,251.48,596.91,20
CUST_03447,Referral,SMB,87.53,160.22,26
CUST_03448,Email,SMB,148.43,271.62,14
CUST_03449,Email,Enterprise,195.82,489.11,6
CUST_03450,Paid Social,SMB,730.29,158.33,7
CUST_03451,Organic SEO,Enterprise,357.72,940.39,14
CUST_03452,Email,SMB,50.0,211.75,14
CUST_03453,Email,Enterprise,96.2,626.83,15
CUST_03454,Organic SEO,SMB,74.33,245.55,16
CUST_03455,Referral,SMB,100.47,304.19,23
CUST_03456,Paid Social,Enterprise,923.63,500.22,4
CUST_03457,Organic SEO,SMB,72.0,546.61,21
CUST_03458,Email,SMB,157.26,307.06,15
CUST_03459,Email,Enterprise,225.08,497.7,11
CUST_03460,Email,SMB,76.1,271.82,12
CUST_03461,Paid Social,Enterprise,958.91,503.33,7
CUST_03462,Paid Social,SMB,941.28,118.84,5
CUST_03463,Email,SMB,118.55,313.65,11
CUST_03464,Email,Enterprise,161.73,694.84,12
CUST_03465,Paid Social,Enterprise,927.67,473.86,5
CUST_03466,Email,SMB,69.1,329.96,12
CUST_03467,Organic SEO,SMB,161.64,507.33,19
CUST_03468,Email,Enterprise,217.48,749.63,10
CUST_03469,Referral,SMB,148.16,282.77,27
CUST_03470,Paid Social,SMB,630.44,151.31,6
CUST_03471,Paid Social,SMB,585.61,402.6,5
CUST_03472,Email,SMB,107.12,266.1,9
CUST_03473,Email,SMB,97.68,288.79,17
CUST_03474,Email,SMB,50.0,292.29,18
CUST_03475,Referral,SMB,111.64,178.22,26
CUST_03476,Referral,SMB,79.37,395.95,7
CUST_03477,Referral,SMB,140.27,442.98,12
CUST_03478,Organic SEO,Enterprise,298.01,805.89,24
CUST_03479,Organic SEO,SMB,133.42,361.32,14
CUST_03480,Organic SEO,Enterprise,311.38,681.82,13
CUST_03481,Paid Social,Enterprise,886.8,385.67,7
CUST_03482,Organic SEO,SMB,267.64,310.11,11
CUST_03483,Paid Social,SMB,556.59,189.11,6
CUST_03484,Referral,SMB,60.45,490.79,22
CUST_03485,Email,Enterprise,172.57,694.8,19
CUST_03486,Email,Enterprise,206.91,681.24,12
CUST_03487,Organic SEO,SMB,220.65,474.9,15
CUST_03488,Paid Social,Enterprise,876.63,623.28,3
CUST_03489,Paid Social,SMB,604.77,182.22,7
CUST_03490,Organic SEO,SMB,155.81,498.64,14
CUST_03491,Paid Social,Enterprise,674.26,474.92,5
CUST_03492,Email,SMB,89.02,387.04,15
CUST_03493,Referral,SMB,50.0,491.87,16
CUST_03494,Referral,SMB,75.34,621.91,32
CUST_03495,Email,Enterprise,177.1,726.89,13
CUST_03496,Paid Social,SMB,444.36,177.98,2
CUST_03497,Referral,Enterprise,162.83,933.46,17
CUST_03498,Referral,SMB,126.07,363.31,18
CUST_03499,Paid Social,SMB,590.77,93.66,6
CUST_03500,Email,Enterprise,184.9,765.98,21
